lemma,roleset_id,name,role_count,example_count,source_file
survey,survey.01,"to examine, inspect carefully",4,3,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\survey.xml
survive,survive.01,live despite,2,2,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\survive.xml
survive,survive.02,outlive,3,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\survive.xml
suspect,suspect.01,have a suspicion about something,3,3,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\suspect.xml
suspend,suspend.01,"put a stop to, temporarily",4,3,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\suspend.xml
suspend,suspend.02,hang,3,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\suspend.xml
sustain,sustain.01,continue,2,2,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\sustain.xml
sustain,sustain.02,suffer (a loss),2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\sustain.xml
swallow,swallow.01,cause to go down the throat,2,2,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\swallow.xml
swamp,swamp.01,"cover with water, overwhelm",3,3,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\swamp.xml
swap,swap.01,exchange one thing for another,5,2,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\swap.xml
swathe,swathe.01,to wrap or bind,3,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\swathe.xml
sway,sway.01,move ,3,2,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\sway.xml
sway,sway.02,persuade (per-sway-d?),2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\sway.xml
swear,swear.01,make a promise,2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\swear.xml
swear,swear.02,use bad language,1,3,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\swear.xml
swear,swear.04,tell the truth,3,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\swear.xml
swear,swear.05,attest to something,2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\swear.xml
swear_off,swear.03,promise to not (do),2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\swear.xml
sweat,sweat.01,sweat,2,2,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\sweat.xml
sweat_out,sweat.02,"endure, last through",2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\sweat.xml
sweep,sweep.01,"wipe, clean by sweeping",4,3,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\sweep.xml
sweep,sweep.02,move in a sweeping manner,3,3,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\sweep.xml
sweeten,sweeten.01,make sweet,3,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\sweeten.xml
sweeten,sweeten.02,"improve, make more palatable",4,3,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\sweeten.xml
swell,swell.01,(cause to) grow larger,5,2,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\swell.xml
swerve,swerve.01,move to avoid,2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\swerve.xml
swim,swim.01,move through water,2,3,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\swim.xml
swim,swim.02,feel dizzy,2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\swim.xml
swindle,swindle.01,"cheat, steal",3,2,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\swindle.xml
swing,swing.01,type of spatial configuation,1,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\swing.xml
swing,swing.02,cause swinging motion,2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\swing.xml
swing,swing.03,quantifiable motion,4,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\swing.xml
swing,swing.04,said of music,1,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\swing.xml
switch,switch.01,"change, exchange",4,3,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\switch.xml
switch over,switch.02,(ex)change,4,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\switch.xml
swivel,swivel.01,to turn or rotate,2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\swivel.xml
swoop,swoop.01,"To make a sudden sweeping movement, as a bird descending upon its prey.",1,2,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\swoop.xml
swoop_up,swoop.02,to grab with a swooping motion,2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\swoop.xml
symbolize,symbolize.01,act as a representative of   a class,2,2,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\symbolize.xml
sympathize,sympathize.01,to share the feelings or ideas,2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\sympathize.xml
synchronize,synchronize.01,make coincide in time,3,2,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\synchronize.xml
syndicate,syndicate.01,distribute by proxy,3,2,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\syndicate.xml
synthesize,synthesize.01,create,5,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\synthesize.xml
taboo,taboo.01,make something be a taboo,2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\taboo.xml
tack,tack.01,attach with a tack,3,2,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\tack.xml
tack,tack.02,turn a boat,2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\tack.xml
tack_down,tack.04,attach to a surface with tacks,2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\tack.xml
tack_on,tack.03,rise,4,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\tack.xml
tackle,tackle.01,to deal with,3,3,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\tackle.xml
tag,tag.01,to attach a label,3,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\tag.xml
tail,tail.01,follow,2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\tail.xml
tailor,tailor.01,make fit nicely,3,2,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\tailor.xml
taint,taint.01,contaminate,3,3,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\taint.xml
take,take.01,"take, acquire, come to have",3,3,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\take.xml
take,take.02,tolerate,2,2,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\take.xml
take,take.03,cause (to be),3,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\take.xml
take,take.04,understand to be,3,2,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\take.xml
take,take.14,fixed phrase: take place,2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\take.xml
take,take.15,"write-off, acknowledge a (financial) loss",3,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\take.xml
take,take.10,need,3,3,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\take.xml
take,take.16,take by surprise,3,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\take.xml
take,take.17,become fond of,2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\take.xml
take_away,take.05,take away: remove,2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\take.xml
take_in,take.06,take in: give shelter,2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\take.xml
take_off,take.07,take off: remove,2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\take.xml
take_off,take.08,take off: increase dramatically,1,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\take.xml
take_off,take.19,take off: like a plane,2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\take.xml
take_off,take.18,take off: vacation,3,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\take.xml
take_on,take.09,take on: acquire,5,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\take.xml
take_on,take.21,take on: (prepare for) battle,2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\take.xml
take_out,take.11,"take out: obtain, draw (out)",2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\take.xml
take_over,take.12,take over: become dominant,2,3,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\take.xml
take_up,take.13,take up: occupy,3,3,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\take.xml
take_aback,take.20,take aback: different kind of surprise,1,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\take.xml
talk,talk.01,speak,3,3,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\talk.xml
talk,talk.02,persuade / dissuade,3,2,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\talk.xml
tally,tally.01,"count, enumerate, come to a total",2,2,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\tally.xml
tame,tame.01,cause to be tame,3,2,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\tame.xml
tamper,tamper.01,to interfere,2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\tamper.xml
tan,tan.01,(cause to) become darker in skin tone,3,2,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\tan.xml
tangle,tangle.01,"to mix or twist together, drag in",3,2,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\tangle.xml
tangle_up,tangle.02,phrasal variant of tangle.01,3,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\tangle.xml
tango,tango.01,style of dance,2,2,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\tango.xml
tank,tank.01,do very poorly,1,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\tank.xml
tap,tap.01,hit,3,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\tap.xml
tap,tap.02,call upon,4,2,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\tap.xml
tap,tap.03,"access, as a phone or water tap",2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\tap.xml
tape,tape.01,to secure of fasten with a tape,3,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\tape.xml
tape,tape.02,to record on magnetic tape,2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\tape.xml
taper_off,taper.01,become slender,1,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\taper.xml
tar,tar.01,apply tar to a surface,3,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\tar.xml
target,target.01,take aim at,3,3,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\target.xml
tarnish,tarnish.01,(cause to) get a stained surface,2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\tarnish.xml
taste,taste.01,use one's tastebuds,2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\taste.xml
taste,taste.02,possess a flavor,2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\taste.xml
taunt,taunt.01,to ridicule,2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\taunt.xml
tax,tax.01,government charging money,4,3,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\tax.xml
teach,teach.01,(try to) make learn,3,3,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\teach.xml
team,team.01,(cause to) be on a team,3,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\team.xml
team_up,team.02,(cause to) be on a team,3,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\team.xml
tear,tear.01,"to pull apart, separate forcefully",3,3,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\tear.xml
tear,tear.02,"to rush, move hurriedly",2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\tear.xml
tear,tear.03,to fill with tears,1,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\tear.xml
tear_up,tear.04,to tear to pieces,2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\tear.xml
tear_down,tear.05,"to demolish, take apart",2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\tear.xml
tease,tease.01,"discover bit by bit, get out",3,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\tease.xml
tease,tease.02,tease,3,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\tease.xml
tease,tease.03,do bad things to hair,3,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\tease.xml
tease_out,tease.04,"discover bit by bit, phrasal",3,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\tease.xml
teem,teem.01,to be full,2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\teem.xml
teeter,teeter.01,stand unsteadily,1,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\teeter.xml
telegraph,telegraph.01,send a message via telegraph,3,3,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\telegraph.xml
telephone,telephone.01,call,3,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\telephone.xml
televise,televise.01,put on television,2,2,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\televise.xml
tell,tell.01,pass along information,3,3,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\tell.xml
tell,tell.02,"distinguish, determine",3,2,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\tell.xml
temper,temper.01,moderate,2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\temper.xml
tempt,tempt.01,"tempt, entice",4,2,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\tempt.xml
tend,tend.01,care for,2,2,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\tend.xml
tend,tend.02,have a tendency,2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\tend.xml
tender,tender.01,light verb with 'offer' or 'bid',3,3,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\tender.xml
term,term.01,assign a label,3,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\term.xml
terminate,terminate.01,"end, stop",3,2,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\terminate.xml
terminate,terminate.02,cause to cease employment,3,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\terminate.xml
terrify,terrify.01,scare very badly,3,2,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\terrify.xml
test,test.01,"check (for), examine",3,2,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\test.xml
testify,testify.01,"give testimony, provide evidence",3,3,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\testify.xml
tether,tether.01,"attach, tie to",3,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\tether.xml
thank,thank.01,thank,3,3,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\thank.xml
theorize,theorize.01,"to formulate a theory,  speculate",2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\theorize.xml
thin,thin.01,to make or become thin or thinner,2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\thin.xml
thin_out,thin.02,to make or become sparse or sparser,2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\thin.xml
think,think.01,think,3,3,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\think.xml
thrash,thrash.01,beat up thoroughly,3,2,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\thrash.xml
thrash,thrash.03,move violently and randomly,1,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\thrash.xml
thrash_out,thrash.02,"work out, arrange",3,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\thrash.xml
threaten,threaten.01,threaten,3,3,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\threaten.xml
