predicate,count
equitec financial group,1
suckled,1
to winter,1
circled,1
"about their announced intention to acquire vermont american corp. for $ 40 a share , or about $ 440 million",1
struck down,1
diagnostic,1
to the girl who answered all the questions,1
in the first section,1
"of equipment leasing to municipalities , a new effort of this bond insurer",1
of us hog production,1
pent up,1
parodied,1
of socialist ernest yuke,1
single focal 9 x 9 mm enhancing lesion in the right central skull base adjacent to the medial temporal lobe and just above the petrus apex,1
the dispute,1
cds,1
chemical margins,1
feathered,1
unfortunate,1
in the legislature,1
couching,1
on his bluff that he has an attorney that his whole family pitched in for,1
a racist state,1
dim,1
carbonify,1
swaying,1
rat,1
tinkering,1
lungs,1
the bp reading,1
name - drops,1
flocked,1
picked off,1
picking off,1
nuzzles,1
"richard hastings , a retail credit analyst",1
stiff - arm,1
leslie 's,1
blooming,1
gym,1
abound,1
spearheaded,1
with old trees,1
"clarence rowland , then managing the sox",1
from a relationship,1
winners of the ` leverage wars,1
dulled,1
nose - dived,1
asset - backed issues,1
"to the airport authority , which resells it to 11 western carriers including air france , trans world airlines and pakistan international airlines",1
again ...,1
with henry de laci and william of poictou,1
underachieved,1
the tidal shift right after iowa,1
the flat boat,1
toward her father,1
civil,1
to two hundredths,1
all the asset sales,1
massacring,1
"an `` organic '' society in which citizens were spiritually and morally unified , and prepared to sacrifice themselves for the nation",1
a vax ministation,1
appraisals,1
close !,1
picking away,1
hud,1
the navy,1
by agreeing to buy 2.6 million of mr. trump 's 3.1 million bally shares for $ 83.7 million -- more than $ 18 million above market price,1
belly up,1
to 21.32 shekels,1
inconclusive,1
of fungal spore germination,1
ticks off,1
december 26,1
banding,1
"in the short - term money market , which acts both as a hedge against inflation for consumers and an accelerator of inflation and deficits for the government",1
of southwest louisiana,1
for my loyalty,1
about reading health books,1
anicteric,1
while loving,1
wetting,1
for the u.s. economy,1
string,1
to the state senate,1
from plainchant,1
squirming,1
to the point where i get up 20 times a night to check the locks in my house are all locked a particular way,1
ambushed,1
the new securities,1
obedience,1
streamlining,1
the common people,1
against bigots,1
because many shareholders are speculators keen for a full bid,1
inclusion,1
to jupiter,1
dilates,1
the former president 's,1
many problems,1
powhatan and chesterfield,1
players from both teams,1
for leaving the country on vacation,1
triangulated,1
from the weather,1
reenlist,1
the stream water,1
asphalted over,1
crossfire,1
bump off,1
ms. kirkpatrick,1
dirtied,1
echoed,1
tribulated,1
ceo,1
willed,1
her complaints,1
the stories out of the past,1
cross - bred,1
hot snare,1
above the ventilation ducts,1
law and order,1
the courtroom itself,1
tony 's,1
the funds ' investments,1
retweeting,1
rebates,1
so that they can resolve problems immediately,1
irf3,1
the $ 2.5 billion byron i plant near rockford il,1
through the economic depression of the 1930s,1
"of ? 14 ( ? 13,95 )",1
as the theater 's new artistic director,1
over the rocks,1
the famous jewler,1
dream on,1
blacks,1
in resources,1
of the st. louis sun,1
the us$ 200 check that had been provided for his airfare,1
this photo of twiggy,1
the problem,1
interlinked,1
intensify,1
a flight from ontario to chicago,1
buttonholing,1
2011 crime stats,1
at the business of more traditional computer firms,1
quilted,1
this car,1
marketed,1
at his first chicago press conference,1
coordination,1
kowtow,1
virilize,1
the opening,1
of the blow,1
in 2006,1
your presence,1
of albania and yugoslavia,1
waertsilae marine 's shipyard facilities,1
to sweat,1
no merchant,1
sleep over,1
top off,1
from power,1
my feet,1
the studio,1
from a building he was demolishing,1
scanted,1
by publishing stories about impending shortages,1
post - dilatation,1
pneumatize,1
your patient,1
mr. lee,1
if she consumes peanuts,1
among civil servants,1
immoral,1
discompose,1
exchange officials and traders,1
had in mind,1
a crucial position,1
with minimum roof - crush standards,1
summarize,1
of new teachers,1
to join a club and beat you over the head with it,1
the brakes,1
the membrane,1
replaying,1
ion 's,1
more than 20 years ago,1
by profit taking in recent sessions,1
uneventful,1
when actual innocent civilians do die,1
in half,1
topically,1
underwriters,1
for a recount,1
tasked,1
our correspondent,1
wellbeing,1
started in,1
trapping,1
against the rock,1
scared,1
at the great pyramids of junk financing,1
our hard - working team of annotators,1
facilitation,1
coarsened,1
between england and scotland,1
anticorruption,1
loans out,1
a little bit,1
for 18 years,1
from english,1
for fifty years,1
subducted,1
unfortunately,1
symptomatic,1
an oxidizer,1
was smitten,1
legitimized,1
sniped,1
as if she 's been powdered with some magic mist,1
non - blanching,1
that agreement,1
vamped up,1
absurd situations,1
refought,1
against lima 's insistence on relocating peru 's biggest wholesale market,1
reconciling the full trial balances between q1 open and q1 close,1
drum,1
with that overwhelming question,1
gift,1
the venerable rockefeller university,1
for a renal cell carcinoma,1
protrusion,1
utilitarian,1
some diaries,1
to the left of,1
re - stressed,1
no price restrictions,1
with black paint,1
for fear of their own good intentions being counterattacked by violence,1
the amex market value index,1
"the dirty , discolored buildings",1
for payback,1
"at 5.5 % through july 31 , 1991 , and thereafter at 10 %",1
in the auto sector,1
hellenized,1
at mtv hq,1
masquerading,1
over all,1
evangelizes,1
waned,1
lived up,1
the mass in the sigmoid colon,1
extremely sharp,1
palpated,1
blunt pencils,1
of classification of logic,1
waves,1
of bias,1
subsidized,1
wash up,1
"big , protruding eyes and tightly closed lips",1
for a shark,1
fugly,1
rounding up,1
the garlic ice cream,1
of her dedication,1
on tour,1
before beginning his stunt,1
system,1
to discuss their testimony in advance,1
a great deal,1
skin ears,1
lowed,1
the vaginal wall,1
repatriation,1
roorooed,1
pots,1
corrosion,1
$ 15,1
newsletter,1
sunburned,1
towards the great middle class,1
chemoprevented,1
swooning,1
for crying,1
arthroplasty,1
zagging,1
at the u.n.,1
a very bad odor,1
this standard agreement form,1
the 30 - year issue,1
outface,1
compaq 's announcement,1
flappers,1
popularized,1
disaster recovery,1
as a pure - line selection from a mixed variety called canada cluster,1
coshed,1
of a photographer,1
to the investment pitches of a penny - stock peddler from stuart - james co. in atlanta,1
of the value or success of something,1
his paycheck,1
heading up,1
for bachelorette - hood once again,1
bossy,1
the profits,1
afebrile,1
the attack commercial,1
congressional,1
to new orleans,1
thrash out,1
hounded,1
silver nanoclusters emitting weak nir fluorescence,1
to enter or remain in the united kingdom,1
the big yellow labrador,1
through the soft tissues,1
by the door,1
with the chili sauce,1
to soft durable - goods sales,1
apprised,1
guber peters,1
"against the porsche 944 , which begins at $ 41,900",1
the post,1
the vandals,1
ripped out,1
charmed,1
pinch,1
to 8 hz,1
as a direct seller of low - cost but reliable computers,1
one animal,1
denationalize,1
jujubes,1
uterus,1
buckle up,1
sneaking,1
as to the cause,1
explosions,1
the wild ride,1
to decoct,1
as sharp or flat,1
sets off,1
soiling,1
echoing,1
"his long , sandy side whiskers",1
oystered,1
"about 300 people , or 25 % of the staff",1
as if there were nothing else in the world to do,1
before the police could arrive,1
in a chiung yao series,1
videos,1
in the pool,1
with life,1
to upload,1
through this election,1
for a new shirt,1
samples,1
fascinating,1
throwing herself at his feet,1
neighing,1
barricading,1
the u.s. market,1
with the mucosal ulcer,1
toggled,1
as a suspect in a double murder,1
allergic,1
takes off,1
in our unit,1
thump,1
fermentation,1
of him to leave,1
with a god - like status,1
in returning an interlibrary loan book,1
the primary sludge,1
armed rebels,1
changes,1
trelleborg 's,1
to point laser at airplane,1
editing,1
vexed,1
about saffron,1
a third,1
girded,1
in many other institutions,1
the message,1
kicked,1
obedient,1
have strutted,1
the experience,1
nil,1
a baby,1
codify,1
of an association -- called a.p. association inc. -- to `` preserve the integrity of the arby 's system,1
begs to differ,1
mr. azoff,1
retrogress,1
decentralizing,1
on radio,1
jiving,1
to earnings,1
discounted,1
toads,1
glutenized,1
by little filaments of red,1
lugging,1
if program trading is n't curbed,1
entail,1
exploited,1
coregistration,1
under the stars and moons of the renovated indiana roof ballroom,1
manhandled,1
even more people to openly support him,1
to getting the answer,1
disregarded,1
of vietnam,1
helen,1
transection,1
unsure,1
the suspect,1
"1,500",1
donations,1
of the current panama political crisis,1
for a and b,1
of injury,1
on a sunday,1
the encouragement given to me by this friendly neighboring country,1
of color accents and lighting,1
poisonous,1
last sunday,1
scenic,1
bean,1
being a pirate,1
the futility of trying to use exchange - rate intervention to offset the effects of tax - rate reduction on capital flows,1
resultant,1
heavy rain,1
on natural gas,1
like a writing brush,1
on saturday,1
the downside,1
retrospect,1
bagged,1
the authorities,1
a palestinian bid to joing the committee,1
from an empirical discussion,1
burglarized,1
program,1
of sanctions,1
to the idea,1
intimated,1
perseverates,1
the new wall street of computers and automated trading,1
that line of business,1
to put themselves first,1
flog,1
sympathetic,1
forgetting,1
pre - examination,1
refocusing,1
swiped,1
the gains to be had in reducing risk by diversifying his portfolio,1
chilling,1
demonstrate,1
to produce the billion - dollar idaho potato,1
to reduce the heat,1
the fetus of a pregnant woman who is in jail for theft and forgery,1
little french farmers and their little french farmwives,1
splinting,1
of concentration,1
rejuvenation,1
with synthetic grease,1
to the tribunal of the world,1
hammering away,1
the veggies,1
as `` the war between the sexes . '',1
rusticated,1
residents,1
about the extent of the problem,1
with listing requirements,1
seven to eight feet,1
a firstborn toddler 's,1
of women,1
tallied,1
utilize,1
benched,1
at recess,1
flatten,1
a takeover or other business combination,1
the public interest in scholarship,1
taken aback,1
tens of thousands of middle - aged workers,1
over whether the united nations population fund will receive any portion of these appropriations,1
to itself,1
his house,1
the entire time,1
consequently,1
of the spleen,1
after nearly killing it,1
to mccaw cellular communications,1
with calcium sulfate,1
to admit that gary glitter came into my head instead !,1
that only by getting lucky could i come to the us,1
accommodated,1
endorectal,1
crevices,1
the cymbals,1
beefed up,1
arrayed,1
dresdner 's share price,1
vhs tape,1
tramping,1
convex,1
consume,1
of the capital city,1
between israeli forces and palestinian gunmen,1
by his hand,1
"such as improving automobile fuel oil quality , greatly developing transit transportation and new energy automobiles , guide people to take green transportation , etc",1
""" only nixon could go to china , """,1
following ischemia,1
obfuscation,1
enlightening,1
with power shovel,1
of the shah,1
distal,1
gloved,1
for boulder summers,1
crinkles,1
a donor base,1
over the water,1
ranching,1
tossing,1
when i first looked last month,1
with bob shapiro,1
hello,1
to what karl rove said,1
pyrosequenced,1
inundation,1
nekoosa,1
shine,1
as ingrates,1
exhibited,1
a lot of roads here,1
the tanned and elegant ladies of this wealthy southern california beach community,1
for taking care of the mural,1
to leverage,1
against china,1
the largest budget items,1
the joint venture,1
